solution lengths
88
74
58
74
61
85
78
63
67
61
52
91
79
57
77
67
77
166
58
78
87
79
52
52
52
74
57
78
84
61
80
116
139
100
61
95
69
83
84
95
63
74
74
61
52
52
58
82
74
52
52
99
76
67
61
64
69
57
51
83
153
58
79
75
52
52
57
64
94
58
71
61
52
82
79
52
85
117
80
94
74
79
101
87
79
79
64
67
118
94
79
87
78
106
69
52
61
63
74
64
78
63
85
74
79
69
93
74
130
90
69
71
69
79
52
52
78
114
52
52
52
61
87
69
122
58
78
92
52
52
63
77
80
58
58
84
58
71
78
63
58
64
71
64
78
73
74
52
79
89
80
77
120
74
74
93
91
80
86
83
69
71
92
58
61
75
106
74
57
58
87
79
109
61
58
74
52
103
79
57
73
73
81
79
52
63
61
63
76
64
85
57
79
52
85
63
73
69
52
61
73
52
52
58
78
82
79
96
52
57
57
61
61
63
52
71
80
61
79
87
79
73
58
89
89
61
73
73
52
89
74
83
74
121
97
77
74
61
57
63
72
52
75
52
52
57
58
73
74
97
74
78
72
98
52
61
74
63
52
58
107
83
74
88
83
77
61
52
74
98
57
57
95
91
82
52
78
64
52
57
58
58
83
63
61
52
79
90
73
89
83
74
52
105
73
52
61
72
61
57
83
134
57
73
57
52
136
79
52
79
78
80
78
67
74
61
61
80
57
87
61
79
95
63
64
80
74
52
52
73
63
79
74
52
78
73
57
74
80
51
75
87
71
140
61
90
64
61
52
87
91
52
64
72
79
58
73
87
79
79
58
80
93
57
51
64
52
57
63
64
52
81
61
101
64
123
79
96
63
97
61
74
74
76
83
78
79
69
51
79
83
73
58
58
136
74
74
57
86
52
87
108
57
80
83
52
94
81
52
87
85
52
52
64
141
52
77
163
79
118
74
104
91
78
52
52
63
78
79
74
77
97
118
80
74
73
78
80
58
52
74
74
93
74
52
90
74
67
98
57
94
79
52
105
52
77
51
95
95
74
58
80
115
76
58
86
94
79
136
88
74
52
52
80
101
69
57
71
58
58
74
52
73
74
78
73
130
63
52
52
78
57
83
79
71
61
57
72
120
58
52
80
58
81
78
74
83
57
52
97
61
58
58
52
69
78
52
52
58
74
72
52
58
63
52
52
78
52
84
52
79
75
77
52
52
80
97
73
94
57
79
78
88
74
52
79
80
79
74
77
52
88
61
84
58
74
74
98
58
61
78
76
57
78
73
89
89
96
57
91
52
127
73
79
77
77
97
58
73
77
52
57
80
87
95
88
81
78
102
103
63
74
57
69
57
51
74
94
61
74
111
72
82
64
92
73
64
77
61
91
57
64
52
124
52
69
74
52
52
57
67
89
57
79
52
73
111
73
77
63
128
52
61
61
56
73
94
80
64
52
52
96
80
73
90
77
61
78
89
114
96
116
103
57
58
77
73
61
61
79
80
52
64
98
61
80
79
74
71
58
58
74
52
52
74
103
83
74
83
74
74
79
61
108
52
126
57
64
61
80
83
74
100
110
79
52
73
51
74
58
73
63
82
73
67
73
88
79
79
74
52
61
130
52
99
63
74
100
78
121
57
78
111
74
64
52
64
67
69
91
99
52
74
67
58
61
74
73
78
73
52
52
73
74
78
79
52
57
58
94
57
87
94
52
120
63
57
78
126
52
52
99
83
94
94
52
58
57
74
73
89
52
73
97
77
52
107
52
58
74
58
57
58
74
62
58
74
84
95
58
73
61
61
63
98
71
58
148
82
86
92
57
71
57
51
68
73
79
79
93
74
64
52
64
88
78
52
63
64
78
78
84
81
78
111
52
57
93
52
61
74
61
52
77
73
79
52
94
75
82
78
82
74
64
96
77
80
60
77
74
74
80
81
73
73
52
111
74
131
105
73
61
103
115
57
78
115
52
112
73
56
93
61
64
82
77
77
61
83
91
58
74
57
89
117
83
69
109
64
52
87
64
57
63
63
52
64
92
115
72
61
107
78
64
57
63
63
83
52
80
61
63
52
72
64
78
83
83
52
92
69
69
64
82
91
73
64
80
74
111
106
90
88
63
61
61
74
80
73
58
87
78
79
88
74
61
98
91
52
57
61
73
61
52
113
76
58
72
103
74
78
119
134
61
63
92
57
84
108
73
102
63
74
80
69
83
73
90
73
74
64
74
85
52
91
79
52
57
57
115
67
160
74
119
74
112
57
90
64
52
