solution lengths
163
163
152
142
152
149
75
242
121
177
199
148
120
163
195
106
185
216
115
77
158
167
164
158
49
217
134
80
210
158
124
93
123
174
113
118
115
161
82
130
122
86
117
106
94
198
136
83
96
79
177
103
320
101
159
135
279
166
115
116
90
137
114
81
82
200
139
294
185
177
171
160
218
148
51
230
71
144
99
77
203
191
109
154
259
242
77
165
113
92
106
124
249
96
93
84
118
215
82
114
