solution lengths
97
82
55
129
96
109
102
85
178
163
93
171
152
134
80
127
125
115
173
107
86
72
112
78
77
105
75
87
154
70
84
121
125
100
58
92
129
172
141
150
66
135
119
85
105
99
78
135
55
188
74
95
78
84
107
180
169
162
85
55
196
65
66
177
78
142
90
139
78
140
160
145
97
162
132
92
103
88
80
308
71
117
82
118
99
142
49
82
79
78
80
125
91
123
122
129
60
216
80
154
