solution lengths
101
56
149
55
56
83
31
87
85
102
53
98
96
36
89
82
79
36
54
42
71
70
56
90
56
63
52
53
118
36
127
54
154
66
107
42
95
72
88
154
54
36
137
43
92
107
58
113
77
41
76
79
136
81
89
109
48
166
43
49
71
81
60
100
75
42
42
170
52
143
100
76
62
35
99
71
46
44
56
53
62
60
41
48
76
151
111
90
111
83
62
73
69
94
57
70
104
36
47
54
